Directory,File,File_2,Id_avant validation,Id,Validation,Opérateur,Contact,Groupe,IGp,Espece,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,Site,Habitat1,Habitat2,Habitat3,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Projet,Remarques,Fichier,Loca_disque,Machine
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160808_015054_469.wav,A-BARBA_20160808_015054_469.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,1,Rhihip,1,2016,8,8,1,50,8/08/2016,1:50,7/08/2016,A-BARBA,Au Savlon,Lisière vraie (milieu ouvert/milieux forestier),Autre,Autre,1,46,0,5,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160808_015333_509.wav,A-BARBA_20160808_015333_509.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,0,Rhihip,0,2016,8,8,1,53,8/08/2016,1:53,7/08/2016,A-BARBA,Au Savlon,Lisière vraie (milieu ouvert/milieux forestier),Autre,Autre,1,44,0,4,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160808_015509_167.wav,A-BARBA_20160808_015509_167.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,1,Rhihip,1,2016,8,8,1,55,8/08/2016,1:55,7/08/2016,A-BARBA,Au Savlon,Lisière vraie (milieu ouvert/milieux forestier),Autre,Autre,2,44,0,5,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160808_015911_943.wav,A-BARBA_20160808_015911_943.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,1,Rhihip,1,2016,8,8,1,59,8/08/2016,1:59,7/08/2016,A-BARBA,Au Savlon,Lisière vraie (milieu ouvert/milieux forestier),Autre,Autre,5,46,0,6,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160808_020237_554.wav,A-BARBA_20160808_020237_554.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,1,Rhihip,1,2016,8,8,2,2,8/08/2016,2:02,7/08/2016,A-BARBA,Au Savlon,Lisière vraie (milieu ouvert/milieux forestier),Autre,Autre,1,46,0,5,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160808_020247_868.wav,A-BARBA_20160808_020247_868.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,3,Rhihip,3,2016,8,8,2,2,8/08/2016,2:02,7/08/2016,A-BARBA,Au Savlon,Lisière vraie (milieu ouvert/milieux forestier),Autre,Autre,7,45,274,5,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160808_034821_627.wav,A-BARBA_20160808_034821_627.wav,Rhifer,Rhifer,A. Flipo,François F.,Main,Rhisp,10,Rhifer,10,2016,8,8,3,48,8/08/2016,3:48,7/08/2016,A-BARBA,Au Savlon,Lisière vraie (milieu ouvert/milieux forestier),Autre,Autre,7,79,0,6,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160808_051434_714.wav,A-BARBA_20160808_051434_714.wav,Rhifer,Rhifer,A. Flipo,François F.,Main,Rhisp,10,Rhifer,10,2016,8,8,5,14,8/08/2016,5:14,7/08/2016,A-BARBA,Au Savlon,Lisière vraie (milieu ouvert/milieux forestier),Autre,Autre,19,81,30,10,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160808_051931_637.wav,A-BARBA_20160808_051931_637.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,1,Rhihip,1,2016,8,8,5,19,8/08/2016,5:19,7/08/2016,A-BARBA,Au Savlon,Lisière vraie (milieu ouvert/milieux forestier),Autre,Autre,1,49,0,6,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160808_220600_137.wav,A-BARBA_20160808_220600_137.wav,ChiroSp,Eptser,Smits Q.,François F.,Main,ENVsp,5,Eptser,3,2016,8,8,22,6,8/08/2016,22:06,8/08/2016,A-BARBA,Bois de Rastad,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,13,29,132,6,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160808_224800_104.wav,A-BARBA_20160808_224800_104.wav,ChiroSp,ChiroSp,Smits Q.,François F.,Main,Myosp,2,Myomyo,2,2016,8,8,22,48,8/08/2016,22:48,8/08/2016,A-BARBA,Bois de Rastad,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,1,30,0,5,5,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160808_225515_466.wav,A-BARBA_20160808_225515_466.wav,ChiroSp,ENVsp,C. Brabant,François F.,Main,Barbar,2,Barbar,1,2016,8,8,22,55,8/08/2016,22:55,8/08/2016,A-BARBA,Bois de Rastad,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,4,32,0,6,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160809_235934_841.wav,A-BARBA_20160809_235934_841.wav,ChiroSp,ChiroSp,Smits Q.,François F.,Main,Myosp,3,Myomyo,2,2016,8,9,23,59,9/08/2016,23:59,9/08/2016,A-BARBA,L'ange Gardien,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",Autre,2,32,0,5,1,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160812_211331_278.wav,A-BARBA_20160812_211331_278.wav,Myosp,Myoalc,Smits Q.,François F.,Main,Myosp,7,Myoalc,5,2016,8,12,21,13,12/08/2016,21:13,12/08/2016,A-BARBA,Montauban,Forêt feuillue,Sentier (non induré - circulation piétonne),Autre,67,49,0,5,1,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160812_232345_569.wav,A-BARBA_20160812_232345_569.wav,ChiroSp,ENVsp,A. Flipo,François F.,Main,ENVsp,2,Eptser,0,2016,8,12,23,23,12/08/2016,23:23,12/08/2016,A-BARBA,Montauban,Forêt feuillue,Sentier (non induré - circulation piétonne),Autre,31,31,146,7,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160813_032235_597.wav,A-BARBA_20160813_032235_597.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Pip35,0,Pipnat,0,2016,8,13,3,22,13/08/2016,3:22,12/08/2016,A-BARBA,Montauban,Forêt feuillue,Sentier (non induré - circulation piétonne),Autre,2,18,0,6,9,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160813_060531_114.wav,A-BARBA_20160813_060531_114.wav,ChiroSp,ENVsp,A. Flipo,François F.,Main,ENVsp,0,Nyclei,0,2016,8,13,6,5,13/08/2016,6:05,12/08/2016,A-BARBA,Montauban,Forêt feuillue,Sentier (non induré - circulation piétonne),Autre,4,26,0,7,4,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160813_061140_419.wav,A-BARBA_20160813_061140_419.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,2,Rhihip,0,2016,8,13,6,11,13/08/2016,6:11,12/08/2016,A-BARBA,Montauban,Forêt feuillue,Sentier (non induré - circulation piétonne),Autre,1,47,0,6,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160819_212454_000.wav,A-BARBA_20160819_212454_000.wav,Myoalc,Myoalc,Smits Q.,François F.,Main,Myosp,9,Myoalc,7,2016,8,19,21,24,19/08/2016,21:24,19/08/2016,A-BARBA,Vallée de Laclaireau,Forêt mixte,"Chemin (induré, circulation véhicule lents)",Cours d'eau - ruisseau (L < 3m),63,52,0,5,1,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160819_212524_000.wav,A-BARBA_20160819_212524_000.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,4,Rhihip,4,2016,8,19,21,25,19/08/2016,21:25,19/08/2016,A-BARBA,Vallée de Laclaireau,Forêt mixte,"Chemin (induré, circulation véhicule lents)",Cours d'eau - ruisseau (L < 3m),1,45,0,4,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160819_212649_000.wav,A-BARBA_20160819_212649_000.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,0,Rhihip,0,2016,8,19,21,26,19/08/2016,21:26,19/08/2016,A-BARBA,Vallée de Laclaireau,Forêt mixte,"Chemin (induré, circulation véhicule lents)",Cours d'eau - ruisseau (L < 3m),2,46,0,4,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160819_213259_000.wav,A-BARBA_20160819_213259_000.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,2,Rhihip,2,2016,8,19,21,32,19/08/2016,21:32,19/08/2016,A-BARBA,Vallée de Laclaireau,Forêt mixte,"Chemin (induré, circulation véhicule lents)",Cours d'eau - ruisseau (L < 3m),1,44,0,3,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160819_222109_000.wav,A-BARBA_20160819_222109_000.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Pip35,3,Pipnat,2,2016,8,19,22,21,19/08/2016,22:21,19/08/2016,A-BARBA,Vallée de Laclaireau,Forêt mixte,"Chemin (induré, circulation véhicule lents)",Cours d'eau - ruisseau (L < 3m),1,43,0,4,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160819_222134_000.wav,A-BARBA_20160819_222134_000.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Pip35,1,Pipnat,0,2016,8,19,22,21,19/08/2016,22:21,19/08/2016,A-BARBA,Vallée de Laclaireau,Forêt mixte,"Chemin (induré, circulation véhicule lents)",Cours d'eau - ruisseau (L < 3m),3,42,0,4,2,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160819_224037_129.wav,A-BARBA_20160819_224037_129.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,4,Rhihip,4,2016,8,19,22,40,19/08/2016,22:40,19/08/2016,A-BARBA,Vallée de Laclaireau,Forêt mixte,"Chemin (induré, circulation véhicule lents)",Cours d'eau - ruisseau (L < 3m),1,46,0,4,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160819_225814_000.wav,A-BARBA_20160819_225814_000.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,0,Rhihip,0,2016,8,19,22,58,19/08/2016,22:58,19/08/2016,A-BARBA,Vallée de Laclaireau,Forêt mixte,"Chemin (induré, circulation véhicule lents)",Cours d'eau - ruisseau (L < 3m),2,47,0,3,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160820_000123_052.wav,A-BARBA_20160820_000123_052.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,2,Rhihip,2,2016,8,20,0,1,20/08/2016,0:01,19/08/2016,A-BARBA,Vallée de Laclaireau,Forêt mixte,"Chemin (induré, circulation véhicule lents)",Cours d'eau - ruisseau (L < 3m),1,45,0,3,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160820_005752_281.wav,A-BARBA_20160820_005752_281.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,4,Rhihip,4,2016,8,20,0,57,20/08/2016,0:57,19/08/2016,A-BARBA,Vallée de Laclaireau,Forêt mixte,"Chemin (induré, circulation véhicule lents)",Cours d'eau - ruisseau (L < 3m),1,44,0,4,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160820_031014_000.wav,A-BARBA_20160820_031014_000.wav,Myoalc,Myoalc,Smits Q.,François F.,Main,Myosp,10,Myoalc,6,2016,8,20,3,10,20/08/2016,3:10,19/08/2016,A-BARBA,Vallée de Laclaireau,Forêt mixte,"Chemin (induré, circulation véhicule lents)",Cours d'eau - ruisseau (L < 3m),99,54,0,4,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160820_221049_000.wav,A-BARBA_20160820_221049_000.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,0,Rhihip,0,2016,8,20,22,10,20/08/2016,22:10,20/08/2016,A-BARBA,Bois d'Etalle,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,2,42,0,2,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160820_221304_000.wav,A-BARBA_20160820_221304_000.wav,ENVsp,Eptser,Smits Q.,François F.,Main,ENVsp,9,Eptser,2,2016,8,20,22,13,20/08/2016,22:13,20/08/2016,A-BARBA,Bois d'Etalle,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,3,26,284,5,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160820_222154_000.wav,A-BARBA_20160820_222154_000.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,0,Rhihip,0,2016,8,20,22,21,20/08/2016,22:21,20/08/2016,A-BARBA,Bois d'Etalle,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,4,43,231,6,1,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160820_230204_000.wav,A-BARBA_20160820_230204_000.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Barbar,1,Barbar,1,2016,8,20,23,2,20/08/2016,23:02,20/08/2016,A-BARBA,Bois d'Etalle,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,1,44,0,5,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160821_005929_000.wav,A-BARBA_20160821_005929_000.wav,ChiroSp,ChiroSp,A. Flipo,François F.,Main,Rhisp,4,Rhihip,4,2016,8,21,0,59,21/08/2016,0:59,20/08/2016,A-BARBA,Bois d'Etalle,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,1,45,0,4,0,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_A/,A-BARBA_20160821_010239_000.wav,A-BARBA_20160821_010239_000.wav,ChiroSp,Myosp,Smits Q.,François F.,Main,Myosp,4,Myomyo,4,2016,8,21,1,2,21/08/2016,1:02,20/08/2016,A-BARBA,Bois d'Etalle,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,44,32,79,5,5,0,Barbalux,,,G:/Fichiers ,SM2-A
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160703_234029_561.wav,B-BARBA_20160703_234029_561.wav,ChiroSp,Myosp,Smits Q.,Dandoit T.,Main,Myosp,3,Myomyo,3,2016,7,3,23,40,3/07/2016,23:40,3/07/2016,B-BARBA,"La Mouline (Pin, carrière)",Forêt feuillue,"Chemin (induré, circulation véhicule lents)",Autre,35,29,140,7,1,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160703_235038_390.wav,B-BARBA_20160703_235038_390.wav,ChiroSp,Myosp,Smits Q.,Dandoit T.,Main,Myosp,4,Myomyo,4,2016,7,3,23,50,3/07/2016,23:50,3/07/2016,B-BARBA,"La Mouline (Pin, carrière)",Forêt feuillue,"Chemin (induré, circulation véhicule lents)",Autre,26,32,157,6,1,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160704_015757_839.wav,B-BARBA_20160704_015757_839.wav,Myosp,Myosp,Smits Q.,Dandoit T.,Main,Myosp,6,Myomyo,3,2016,7,4,1,57,4/07/2016,1:57,3/07/2016,B-BARBA,"La Mouline (Pin, carrière)",Forêt feuillue,"Chemin (induré, circulation véhicule lents)",Autre,28,35,128,6,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160704_232226_788.wav,B-BARBA_20160704_232226_788.wav,ChiroSp,Myosp,Smits Q.,Dandoit T.,Main,Myosp,4,Myoalc,4,2016,7,4,23,22,4/07/2016,23:22,4/07/2016,B-BARBA,"La Mouline (Pin, carrière)",Forêt feuillue,"Chemin (induré, circulation véhicule lents)",Autre,23,59,83,5,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160705_225328_281.wav,B-BARBA_20160705_225328_281.wav,ChiroSp,ENVsp,Smits Q.,Dandoit T.,Main,ENVsp,4,Nyclei,4,2016,7,5,22,53,5/07/2016,22:53,5/07/2016,B-BARBA,Jamoigne,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,Autre,3,25,0,5,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160705_225427_179.wav,B-BARBA_20160705_225427_179.wav,ENVsp,Eptser,Smits Q.,Dandoit T.,Main,ENVsp,10,Eptser,2,2016,7,5,22,54,5/07/2016,22:54,5/07/2016,B-BARBA,Jamoigne,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,Autre,10,24,280,6,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160705_231102_138.wav,B-BARBA_20160705_231102_138.wav,ChiroSp,Myomyo,Smits Q.,Dandoit T.,Main,Myosp,4,Myomyo,4,2016,7,5,23,11,5/07/2016,23:11,5/07/2016,B-BARBA,Jamoigne,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,Autre,13,32,102,6,1,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160706_000156_641.wav,B-BARBA_20160706_000156_641.wav,ChiroSp,ChiroSp,A. Flipo,Dandoit T.,Main,Rhisp,0,Rhihip,0,2016,7,6,0,1,6/07/2016,0:01,5/07/2016,B-BARBA,Jamoigne,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,Autre,2,44,0,3,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160706_010925_965.wav,B-BARBA_20160706_010925_965.wav,ChiroSp,ChiroSp,A. Flipo,Dandoit T.,Main,Rhisp,1,Rhihip,1,2016,7,6,1,9,6/07/2016,1:09,5/07/2016,B-BARBA,Jamoigne,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,Autre,9,47,77,6,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160706_014339_761.wav,B-BARBA_20160706_014339_761.wav,ChiroSp,ChiroSp,A. Flipo,Dandoit T.,Main,Rhisp,4,Rhihip,4,2016,7,6,1,43,6/07/2016,1:43,5/07/2016,B-BARBA,Jamoigne,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,Autre,6,47,0,5,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160706_020341_359.wav,B-BARBA_20160706_020341_359.wav,ChiroSp,ChiroSp,A. Flipo,Dandoit T.,Main,Rhisp,4,Rhihip,4,2016,7,6,2,3,6/07/2016,2:03,5/07/2016,B-BARBA,Jamoigne,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,Autre,1,44,0,3,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160706_025911_179.wav,B-BARBA_20160706_025911_179.wav,Rhihip,ChiroSp,Smits Q.,Dandoit T.,Main,Rhisp,6,Rhihip,6,2016,7,6,2,59,6/07/2016,2:59,5/07/2016,B-BARBA,Jamoigne,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,Autre,1,47,0,5,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160706_220646_799.wav,B-BARBA_20160706_220646_799.wav,ChiroSp,ChiroSp,A. Flipo,Dandoit T.,Main,ENVsp,1,Eptser,1,2016,7,6,22,6,6/07/2016,22:06,6/07/2016,B-BARBA,Jamoigne,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,Autre,24,31,0,7,5,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160707_051618_853.wav,B-BARBA_20160707_051618_853.wav,ChiroSp,ChiroSp,A. Flipo,Dandoit T.,Main,ENVsp,0,Nycnoc,0,2016,7,7,5,16,7/07/2016,5:16,6/07/2016,B-BARBA,Jamoigne,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,Autre,2,20,0,7,3,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160707_051644_560.wav,B-BARBA_20160707_051644_560.wav,ChiroSp,ChiroSp,A. Flipo,Dandoit T.,Main,ENVsp,1,Nycnoc,1,2016,7,7,5,16,7/07/2016,5:16,6/07/2016,B-BARBA,Jamoigne,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,Autre,2,18,0,0,4,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160707_051712_669.wav,B-BARBA_20160707_051712_669.wav,ChiroSp,ChiroSp,A. Flipo,Dandoit T.,Main,ENVsp,0,Nycnoc,0,2016,7,7,5,17,7/07/2016,5:17,6/07/2016,B-BARBA,Jamoigne,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,Autre,2,20,0,7,4,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160707_053757_495.wav,B-BARBA_20160707_053757_495.wav,ChiroSp,ChiroSp,A. Flipo,Dandoit T.,Main,ENVsp,0,Nycnoc,0,2016,7,7,5,37,7/07/2016,5:37,6/07/2016,B-BARBA,Jamoigne,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,Autre,4,17,0,8,3,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160708_021225_539.wav,B-BARBA_20160708_021225_539.wav,ChiroSp,Myomyo,Smits Q.,Nicolas J.P.,Main,Myosp,4,Myomyo,4,2016,7,8,2,12,8/07/2016,2:12,7/07/2016,B-BARBA,Davia,Forêt mixte,,,25,32,149,7,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160708_225129_393.wav,B-BARBA_20160708_225129_393.wav,Nycnoc,ENVsp,Smits Q.,Nicolas J.P.,Main,ENVsp,6,Nycnoc,6,2016,7,8,22,51,8/07/2016,22:51,8/07/2016,B-BARBA,Antrogne (L. Chenois),Forêt feuillue,,,1,21,0,10,0,0,Barbalux,Ne peut exclure Nyclei,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160708_231709_937.wav,B-BARBA_20160708_231709_937.wav,Nyclei,Nyclei,Smits Q.,Nicolas J.P.,Main,ENVsp,8,Nyclei,8,2016,7,8,23,17,8/07/2016,23:17,8/07/2016,B-BARBA,Antrogne (L. Chenois),Forêt feuillue,,,3,23,0,7,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160709_000629_311.wav,B-BARBA_20160709_000629_311.wav,ENVsp,Eptser,Smits Q.,Nicolas J.P.,Main,ENVsp,10,Eptser,3,2016,7,9,0,6,9/07/2016,0:06,8/07/2016,B-BARBA,Antrogne (L. Chenois),Forêt feuillue,,,19,25,253,9,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160709_014340_149.wav,B-BARBA_20160709_014340_149.wav,ChiroSp,ChiroSp,A. Flipo,Nicolas J.P.,Main,Rhisp,0,Rhihip,0,2016,7,9,1,43,9/07/2016,1:43,8/07/2016,B-BARBA,Antrogne (L. Chenois),Forêt feuillue,,,1,46,0,5,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160709_020341_778.wav,B-BARBA_20160709_020341_778.wav,Pipnat,Pipnat,A. Flipo,Nicolas J.P.,Main,Pip35,8,Pipnat,7,2016,7,9,2,3,9/07/2016,2:03,8/07/2016,B-BARBA,Antrogne (L. Chenois),Forêt feuillue,,,17,41,108,8,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160709_023521_471.wav,B-BARBA_20160709_023521_471.wav,Eptnil,ChiroSp,Smits Q.,Nicolas J.P.,Main,ENVsp,6,Eptnil,6,2016,7,9,2,35,9/07/2016,2:35,8/07/2016,B-BARBA,Antrogne (L. Chenois),Forêt feuillue,,,1,30,0,5,5,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160709_023657_585.wav,B-BARBA_20160709_023657_585.wav,Eptnil,Eptser,Smits Q.,Nicolas J.P.,Secondary,ENVsp,10,Eptnil,6,2016,7,9,2,36,9/07/2016,2:36,8/07/2016,B-BARBA,Antrogne (L. Chenois),Forêt feuillue,,,7,28,104,9,2,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160709_033501_629.wav,B-BARBA_20160709_033501_629.wav,ChiroSp,Myomyo,Smits Q.,Nicolas J.P.,Main,Myosp,3,Myomyo,3,2016,7,9,3,35,9/07/2016,3:35,8/07/2016,B-BARBA,Antrogne (L. Chenois),Forêt feuillue,,,12,32,168,6,0,0,Barbalux,,,G:/Fichiers ,SM2-B
G:/Fichiers sons chiros/Barba/SM2_B/,B-BARBA_20160709_051120_841.wav,B-BARBA_20160709_051120_841.wav,ChiroSp,ChiroSp,A. Flipo,Nicolas J.P.,Main,Rhisp,0,Rhihip,0,2016,7,9,5,11,9/07/2016,5:11,8/07/2016,B-BARBA,Antrogne (L. Chenois),Forêt feuillue,,,2,45,0,6,0,0,Barbalux,,,G:/Fichiers ,SM2-B
