Dossier,Fichier,Id_avant validation,Id,Validation,Contact,Groupe,IGp,Espece,ISp,Annee,Mois,Jour,Heure,Minute,Date,Temps,Date_nuit,Lieu,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Site ,Zone,site Natura 2000,Habitat1,Habitat2,Machine,Opérateur,Projet
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180617_025500_194.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myobra,4,2018,6,17,2,55,17/06/2018,2:55,16/06/2018,E-LPB,3,49,0,3,0,0,Réserve du fil Maillet,Fagne,BE35030,Forêt feuillue,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180813_213134_497.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myobra,4,2018,8,13,21,31,13/08/2018,21:31,13/08/2018,E-LPB,3,42,0,3,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180813_214421_169.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,5,Myobra,5,2018,8,13,21,44,13/08/2018,21:44,13/08/2018,E-LPB,3,42,0,3,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180617_043124_551.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,3,Myoema,1,2018,6,17,4,31,17/06/2018,4:31,16/06/2018,E-LPB,3,48,0,3,0,0,Réserve du fil Maillet,Fagne,BE35030,Forêt feuillue,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180816_231640_000.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myoema,1,2018,8,16,23,16,16/08/2018,23:16,16/08/2018,E-LPB,3,47,0,3,0,0,Baquet grande fagne,Fagne,BE35019,Plan d'eau - mare (< 50m²),Haie,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180618_024353_237.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,7,Myoema,2,2018,6,18,2,43,18/06/2018,2:43,17/06/2018,E-LPB,3,54,0,1,0,0,Réserve du fil Maillet,Fagne,BE35030,Forêt feuillue,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180814_020954_932.wav,Myosp,Myoema,C. Brabant - P. Nyssen,Principal,Myosp,10,Myoema,3,2018,8,14,2,9,14/08/2018,2:09,13/08/2018,E-LPB,3,58,0,4,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180813_213134_497.wav,ChiroSp,Rhifer,C. Brabant,Principal,Myosp,4,Myobra,4,2018,8,13,21,31,13/08/2018,21:31,13/08/2018,E-LPB,3,42,0,3,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180817_004113_490.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,7,Myobra,2,2018,8,17,0,41,17/08/2018,0:41,16/08/2018,E-LPB,2,49,0,2,0,0,Baquet grande fagne,Fagne,BE35019,Plan d'eau - mare (< 50m²),Haie,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180609_011300_016.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myoema,2,2018,6,9,1,13,9/06/2018,1:13,8/06/2018,A-LPB,2,56,0,3,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180808_222229_484.wav,ChiroSp,Myosp,P. Nyssen,Principal,Myosp,3,Myoema,2,2018,8,8,22,22,8/08/2018,22:22,8/08/2018,C-LPB,2,58,0,1,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180627_230010_723.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,7,Myoema,2,2018,6,27,23,0,27/06/2018,23:00,27/06/2018,E-LPB,2,53,0,2,0,0,Château Lavaux,Famenne,BE35037,Prairie,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2A/WAV/,A-LPB_20180813_230058_541.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,5,Myonat,5,2018,8,13,23,0,13/08/2018,23:00,13/08/2018,A-LPB,2,33,0,3,1,0,La Prée/sous le polonais,Fagne,BE35027,Prairie,Haie,SM2-A,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180627_000116_017.wav,Eptnil,Nyclei,C. Brabant,Principal,ENVsp,7,Eptnil,7,2018,6,27,0,1,27/06/2018,0:01,26/06/2018,A-LPB,15,27,0,8,2,0,Verger Marie Quoilin,Famenne,hors sites,Lisière vraie (milieu ouvert/milieux forestier),Bande boisée et alignement d'arbres,SM2-A,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180609_051457_364.wav,Nyclas,Nycnoc,C. Brabant,Principal,ENVsp,7,Nyclas,7,2018,6,9,5,14,9/06/2018,5:14,8/06/2018,B-LPB,18,17,0,10,5,0,Virelles point 2,Fagne,BE32036,Prairie,Haie,SM2-B,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180620_224745_502.wav,Nyclei,Nyclei,C. Brabant,Principal,ENVsp,7,Nyclei,7,2018,6,20,22,47,20/06/2018,22:47,20/06/2018,B-LPB,18,23,0,9,4,0,Tienne du Grand Sart,Famenne,BE35035,Prairie/culture,Haie,SM2-B,L. Pontet,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/,A-LPB_20180808_220149_000.wav,Myosp,Myosp,C. Brabant - P. Nyssen,Principal,Myosp,7,Myobra,5,2018,8,8,22,1,8/08/2018,22:01,8/08/2018,A-LPB,1,44,4340,4,0,0,Réserve d'Aye,Famenne,hors sites,Prairie,Bande boisée et alignement d'arbres,SM2-A,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2D/WAV/,D-LPB_20180711_021738_763.wav,Pip35,Pipnat,P. Nyssen,Principal,Pip35,6,Pipnat,1,2018,8,8,2,17,8/08/2018,2:17,7/08/2018,D-LPB,15,42,165,5,1,0,Réserve d'Aye,Famenne,hors sites,Prairie,Arbre isolé,SM2-D,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180816_223725_341.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myobra,3,2018,8,16,22,37,16/08/2018,22:37,16/08/2018,E-LPB,1,42,0,3,0,0,Baquet grande fagne,Fagne,BE35019,Plan d'eau - mare (< 50m²),Haie,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180627_035622_987.wav,Pleaus,Pleaus,C. Brabant,Principal,Plesp,10,Pleaus,9,2018,6,27,3,56,27/06/2018,3:56,26/06/2018,E-LPB,24,29,103,7,2,0,Château Lavaux,Famenne,BE35037,Prairie,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180628_025650_836.wav,Pleaus,Pleaus,C. Brabant,Principal,Plesp,10,Pleaus,9,2018,6,28,2,56,28/06/2018,2:56,27/06/2018,E-LPB,22,29,0,7,5,0,Château Lavaux,Famenne,BE35037,Prairie,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180813_214820_788.wav,Pleaus,Pleaus,C. Brabant,Principal,Plesp,10,Pleaus,9,2018,8,13,21,48,13/08/2018,21:48,13/08/2018,E-LPB,7,26,100,7,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2A/WAV/,A-LPB_20180815_011153_077.wav,Pleaur,Pleaur,C. Brabant,Principal,Plesp,8,Pleaur,6,2018,8,15,1,11,15/08/2018,1:11,14/08/2018,A-LPB,25,25,182,6,4,0,La Prée/sous le polonais,Fagne,BE35027,Prairie,Haie,SM2-A,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM4/WAV/,S4U00311_20180815_220826_000.wav,Pleaur,Plesp,C. Brabant,Principal,Plesp,10,Pleaur,6,2018,8,15,22,8,15/08/2018,22:08,15/08/2018,S4U00311,18,24,215,6,1,0,prés de virelles ug02,Fagne,BE32036,Prairie,Bande boisée et alignement d'arbres,SM24,O. Kints,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180808_040308_350.wav,Plesp,Pleaur,C. Brabant,Principal,Plesp,8,Pleaus,0,2018,8,8,4,3,8/08/2018,4:03,7/08/2018,C-LPB,6,27,0,6,7,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180813_213205_000.wav,ChiroSp,ChiroSp,C. Brabant,Principal,Myosp,2,Myobra,2,2018,8,13,21,32,13/08/2018,21:32,13/08/2018,E-LPB,1,44,0,4,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2C/WAV/,C-LPB_20180814_224228_065.wav,ChiroSp,ChiroSp,C. Brabant,Principal,Myosp,5,Myodas,5,2018,8,14,22,42,14/08/2018,22:42,14/08/2018,C-LPB,1,38,0,1,3,0,verger aux roches baudoux,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-C,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180618_024458_956.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myoema,1,2018,6,18,2,44,18/06/2018,2:44,17/06/2018,B-LPB,1,53,0,2,0,0,Feschaux point 3,Famenne,BE35034,Prairie,Haie,SM2-B,L. Pontet ,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180813_215515_175.wav,ChiroSp,ChiroSp,C. Brabant,Principal,Myosp,2,Myoema,2,2018,8,13,21,55,13/08/2018,21:55,13/08/2018,E-LPB,1,53,0,1,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180621_222719_159.wav,ENVsp,Nyclei,C. Brabant,Principal,ENVsp,9,Nyclei,5,2018,6,21,22,27,21/06/2018,22:27,21/06/2018,B-LPB,10,25,236,6,2,0,Tienne du Grand Sart,Famenne,BE35035,Prairie/culture,Haie,SM2-B,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180620_224521_334.wav,ChiroSp,Nycnoc,C. Brabant,Principal,ENVsp,4,Nycnoc,4,2018,6,20,22,45,20/06/2018,22:45,20/06/2018,B-LPB,23,21,0,10,6,0,Tienne du Grand Sart,Famenne,BE35035,Prairie/culture,Haie,SM2-B,L. Pontet,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180808_005502_775.wav,ENVsp,ENVsp,C. Brabant,Secondaire,ENVsp,9,Nyclei,3,2018,8,8,0,55,8/08/2018,0:55,7/08/2018,C-LPB,2,27,31,6,5,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
